factory_id,fingerprint_name,shap_value,direction
site_1369,corr_ETP-BOD_ETP-TSS,-0.6837,RISK_DECREASE
site_1369,corr_ETP-BOD_ETP-pH,-0.0264,RISK_DECREASE
site_1369,corr_ETP-COD_ETP-Flow,-0.0009,RISK_DECREASE
site_1369,corr_ETP-COD_ETP-TSS,-2.2464,RISK_DECREASE
site_1369,corr_ETP-COD_ETP-pH,-0.1142,RISK_DECREASE
site_1369,corr_ETP-Flow_ETP-TSS,0.0011,RISK_INCREASE
site_1369,corr_ETP-TSS_ETP-pH,-0.0072,RISK_DECREASE
site_1369,autocorrelation,-0.1258,RISK_DECREASE
site_1369,missing_rate,0.0,NEUTRAL
site_1369,limit_hugging,-0.2795,RISK_DECREASE
site_1369,bdl_rate,-0.4708,RISK_DECREASE
site_1369,duplicate_run_length,0.0861,RISK_INCREASE
site_1369,cov_severity,0.0,NEUTRAL
site_1369,bod_cod_ratio,-0.4956,RISK_DECREASE
site_1369,bod_cod_ratio_volatility,-0.036,RISK_DECREASE
site_1369,pre_inspection_dip_score,-0.2095,RISK_DECREASE
site_1369,coordinated_missing_flag,-3.5278,RISK_DECREASE
site_1376,value,-0.0395,RISK_DECREASE
site_1376,rolling_mean,0.3942,RISK_INCREASE
site_1376,rolling_std,-0.3263,RISK_DECREASE
site_1376,rolling_cov,0.0907,RISK_INCREASE
site_1376,flatline_flag,-0.0813,RISK_DECREASE
site_1376,corr_ETP-Flow_ETP-pH,-0.2918,RISK_DECREASE
site_1376,corr_ETP-BOD_ETP-COD,-0.4376,RISK_DECREASE
site_1376,corr_ETP-BOD_ETP-Flow,-0.0139,RISK_DECREASE
site_1376,corr_ETP-BOD_ETP-TSS,-2.4972,RISK_DECREASE
site_1376,corr_ETP-BOD_ETP-pH,-0.1071,RISK_DECREASE
site_1376,corr_ETP-COD_ETP-Flow,-0.0219,RISK_DECREASE
site_1376,corr_ETP-COD_ETP-TSS,-0.3551,RISK_DECREASE
site_1376,corr_ETP-COD_ETP-pH,0.074,RISK_INCREASE
site_1376,corr_ETP-Flow_ETP-TSS,-0.0041,RISK_DECREASE
site_1376,corr_ETP-TSS_ETP-pH,-0.012,RISK_DECREASE
site_1376,autocorrelation,-0.4084,RISK_DECREASE
site_1376,missing_rate,0.0,NEUTRAL
site_1376,limit_hugging,-0.2766,RISK_DECREASE
site_1376,bdl_rate,-0.4069,RISK_DECREASE
site_1376,duplicate_run_length,0.3513,RISK_INCREASE
site_1376,cov_severity,0.0,NEUTRAL
site_1376,bod_cod_ratio,-0.1504,RISK_DECREASE
site_1376,bod_cod_ratio_volatility,0.0078,RISK_INCREASE
site_1376,pre_inspection_dip_score,0.0755,RISK_INCREASE
site_1376,coordinated_missing_flag,-3.2732,RISK_DECREASE
site_1561,value,0.2108,RISK_INCREASE
site_1561,rolling_mean,1.0239,RISK_INCREASE
site_1561,rolling_std,-0.1776,RISK_DECREASE
site_1561,rolling_cov,0.1056,RISK_INCREASE
site_1561,flatline_flag,-0.2647,RISK_DECREASE
site_1561,corr_ETP-Flow_ETP-pH,-0.8866,RISK_DECREASE
site_1561,corr_ETP-BOD_ETP-COD,-0.8607,RISK_DECREASE
site_1561,corr_ETP-BOD_ETP-Flow,0.0025,RISK_INCREASE
site_1561,corr_ETP-BOD_ETP-TSS,0.478,RISK_INCREASE
site_1561,corr_ETP-BOD_ETP-pH,-0.1219,RISK_DECREASE
site_1561,corr_ETP-COD_ETP-Flow,0.0113,RISK_INCREASE
site_1561,corr_ETP-COD_ETP-TSS,0.2864,RISK_INCREASE
site_1561,corr_ETP-COD_ETP-pH,-0.3489,RISK_DECREASE
site_1561,corr_ETP-Flow_ETP-TSS,0.0012,RISK_INCREASE
site_1561,corr_ETP-TSS_ETP-pH,0.0091,RISK_INCREASE
site_1561,autocorrelation,0.8925,RISK_INCREASE
site_1561,missing_rate,0.0,NEUTRAL
site_1561,limit_hugging,-0.1327,RISK_DECREASE
site_1561,bdl_rate,-0.5844,RISK_DECREASE
site_1561,duplicate_run_length,0.4854,RISK_INCREASE
site_1561,cov_severity,0.0,NEUTRAL
site_1561,bod_cod_ratio,0.0095,RISK_INCREASE
site_1561,bod_cod_ratio_volatility,-0.0285,RISK_DECREASE
site_1561,pre_inspection_dip_score,-0.032,RISK_DECREASE
site_1561,coordinated_missing_flag,-2.9534,RISK_DECREASE
site_1569,value,1.629,RISK_INCREASE
site_1569,rolling_mean,-0.5964,RISK_DECREASE
site_1569,rolling_std,-0.1917,RISK_DECREASE
site_1569,rolling_cov,1.2526,RISK_INCREASE
site_1569,flatline_flag,1.3757,RISK_INCREASE
site_1569,corr_ETP-Flow_ETP-pH,-0.5717,RISK_DECREASE
site_1569,corr_ETP-BOD_ETP-COD,-0.2796,RISK_DECREASE
site_1569,corr_ETP-BOD_ETP-Flow,-0.0004,RISK_DECREASE
site_1569,corr_ETP-BOD_ETP-TSS,0.3179,RISK_INCREASE
site_1569,corr_ETP-BOD_ETP-pH,-0.1079,RISK_DECREASE
site_1569,corr_ETP-COD_ETP-Flow,0.0088,RISK_INCREASE
site_1569,corr_ETP-COD_ETP-TSS,0.1748,RISK_INCREASE
site_1569,corr_ETP-COD_ETP-pH,-0.2935,RISK_DECREASE
site_1569,corr_ETP-Flow_ETP-TSS,0.001,RISK_INCREASE
site_1569,corr_ETP-TSS_ETP-pH,0.0092,RISK_INCREASE
site_1569,autocorrelation,0.1817,RISK_INCREASE
site_1569,missing_rate,0.0,NEUTRAL
site_1569,limit_hugging,-0.1095,RISK_DECREASE
site_1569,bdl_rate,0.0426,RISK_INCREASE
site_1569,duplicate_run_length,0.8211,RISK_INCREASE
site_1569,cov_severity,0.0,NEUTRAL
site_1569,bod_cod_ratio,-0.0287,RISK_DECREASE
site_1569,bod_cod_ratio_volatility,-0.0184,RISK_DECREASE
site_1569,pre_inspection_dip_score,0.0394,RISK_INCREASE
site_1569,coordinated_missing_flag,10.925,RISK_INCREASE
site_1581,value,1.9915,RISK_INCREASE
site_1581,rolling_mean,-1.2776,RISK_DECREASE
site_1581,rolling_std,-0.3418,RISK_DECREASE
site_1581,rolling_cov,0.1214,RISK_INCREASE
site_1581,flatline_flag,-0.6661,RISK_DECREASE
site_1581,corr_ETP-Flow_ETP-pH,-1.0994,RISK_DECREASE
site_1581,corr_ETP-BOD_ETP-COD,-0.759,RISK_DECREASE
site_1581,corr_ETP-BOD_ETP-Flow,0.0032,RISK_INCREASE
site_1581,corr_ETP-BOD_ETP-TSS,0.6658,RISK_INCREASE
site_1581,corr_ETP-BOD_ETP-pH,-0.1242,RISK_DECREASE
site_1581,corr_ETP-COD_ETP-Flow,0.0116,RISK_INCREASE
site_1581,corr_ETP-COD_ETP-TSS,0.3967,RISK_INCREASE
site_1581,corr_ETP-COD_ETP-pH,-0.3502,RISK_DECREASE
site_1581,corr_ETP-Flow_ETP-TSS,0.0013,RISK_INCREASE
site_1581,corr_ETP-TSS_ETP-pH,0.0099,RISK_INCREASE
site_1581,autocorrelation,0.8756,RISK_INCREASE
site_1581,missing_rate,0.0,NEUTRAL
site_1581,limit_hugging,-0.4105,RISK_DECREASE
site_1581,bdl_rate,0.1206,RISK_INCREASE
site_1581,duplicate_run_length,0.5126,RISK_INCREASE
site_1581,cov_severity,0.0,NEUTRAL
site_1581,bod_cod_ratio,0.0169,RISK_INCREASE
site_1581,bod_cod_ratio_volatility,-0.0395,RISK_DECREASE
site_1581,pre_inspection_dip_score,0.0847,RISK_INCREASE
site_1581,coordinated_missing_flag,-2.9536,RISK_DECREASE
site_1668,value,0.0834,RISK_INCREASE
site_1668,rolling_mean,2.0225,RISK_INCREASE
site_1668,rolling_std,0.5766,RISK_INCREASE
site_1668,rolling_cov,0.0072,RISK_INCREASE
site_1668,flatline_flag,-1.1785,RISK_DECREASE
site_1668,corr_ETP-Flow_ETP-pH,0.7573,RISK_INCREASE
site_1668,corr_ETP-BOD_ETP-COD,-0.6764,RISK_DECREASE
site_1668,corr_ETP-BOD_ETP-Flow,-0.017,RISK_DECREASE
site_1668,corr_ETP-BOD_ETP-TSS,0.0849,RISK_INCREASE
site_1668,corr_ETP-BOD_ETP-pH,0.0798,RISK_INCREASE
site_1668,corr_ETP-COD_ETP-Flow,-0.0216,RISK_DECREASE
site_1668,corr_ETP-COD_ETP-TSS,0.0426,RISK_INCREASE
site_1668,corr_ETP-COD_ETP-pH,0.3479,RISK_INCREASE
site_1668,corr_ETP-Flow_ETP-TSS,0.0005,RISK_INCREASE
site_1668,corr_ETP-TSS_ETP-pH,0.0087,RISK_INCREASE
site_1668,autocorrelation,-0.0242,RISK_DECREASE
site_1668,missing_rate,0.0,NEUTRAL
site_1668,limit_hugging,1.4012,RISK_INCREASE
site_1668,bdl_rate,0.0981,RISK_INCREASE
site_1668,duplicate_run_length,-0.4283,RISK_DECREASE
site_1668,cov_severity,0.0,NEUTRAL
site_1668,bod_cod_ratio,-0.0809,RISK_DECREASE
site_1668,bod_cod_ratio_volatility,0.1143,RISK_INCREASE
site_1668,pre_inspection_dip_score,0.0558,RISK_INCREASE
site_1668,coordinated_missing_flag,-2.795,RISK_DECREASE
site_1756,value,-1.9413,RISK_DECREASE
site_1756,rolling_mean,-0.5336,RISK_DECREASE
site_1756,rolling_std,-0.1024,RISK_DECREASE
site_1756,rolling_cov,0.1035,RISK_INCREASE
site_1756,flatline_flag,0.9852,RISK_INCREASE
site_1756,corr_ETP-Flow_ETP-pH,-0.5315,RISK_DECREASE
site_1756,corr_ETP-BOD_ETP-COD,-0.8547,RISK_DECREASE
site_1756,corr_ETP-BOD_ETP-Flow,-0.0401,RISK_DECREASE
site_1756,corr_ETP-BOD_ETP-TSS,-0.4372,RISK_DECREASE
site_1756,corr_ETP-BOD_ETP-pH,-0.1001,RISK_DECREASE
site_1756,corr_ETP-COD_ETP-Flow,-0.0563,RISK_DECREASE
site_1756,corr_ETP-COD_ETP-TSS,0.0227,RISK_INCREASE
site_1756,corr_ETP-COD_ETP-pH,-0.2628,RISK_DECREASE
site_1756,corr_ETP-Flow_ETP-TSS,-0.0012,RISK_DECREASE
site_1756,corr_ETP-TSS_ETP-pH,-0.068,RISK_DECREASE
site_1756,autocorrelation,0.1847,RISK_INCREASE
site_1756,missing_rate,0.0,NEUTRAL
site_1756,limit_hugging,-0.1992,RISK_DECREASE
site_1756,bdl_rate,0.1632,RISK_INCREASE
site_1756,duplicate_run_length,0.1138,RISK_INCREASE
site_1756,cov_severity,0.0,NEUTRAL
site_1756,bod_cod_ratio,-1.0864,RISK_DECREASE
site_1756,bod_cod_ratio_volatility,-0.0357,RISK_DECREASE
site_1756,pre_inspection_dip_score,-0.1829,RISK_DECREASE
site_1756,coordinated_missing_flag,-3.0818,RISK_DECREASE
site_1787,value,0.1843,RISK_INCREASE
site_1787,rolling_mean,0.9878,RISK_INCREASE
site_1787,rolling_std,1.7632,RISK_INCREASE
site_1787,rolling_cov,-3.5446,RISK_DECREASE
site_1787,flatline_flag,-0.9266,RISK_DECREASE
site_1787,corr_ETP-Flow_ETP-pH,-1.1985,RISK_DECREASE
site_1787,corr_ETP-BOD_ETP-COD,-0.265,RISK_DECREASE
site_1787,corr_ETP-BOD_ETP-Flow,-0.0253,RISK_DECREASE
site_1787,corr_ETP-BOD_ETP-TSS,0.1126,RISK_INCREASE
site_1787,corr_ETP-BOD_ETP-pH,-0.148,RISK_DECREASE
site_1787,corr_ETP-COD_ETP-Flow,0.0067,RISK_INCREASE
site_1787,corr_ETP-COD_ETP-TSS,-0.5712,RISK_DECREASE
site_1787,corr_ETP-COD_ETP-pH,-0.3824,RISK_DECREASE
site_1787,corr_ETP-Flow_ETP-TSS,0.0006,RISK_INCREASE
site_1787,corr_ETP-TSS_ETP-pH,0.0079,RISK_INCREASE
site_1787,autocorrelation,0.4584,RISK_INCREASE
site_1787,missing_rate,0.0,NEUTRAL
site_1787,limit_hugging,-0.1265,RISK_DECREASE
site_1787,bdl_rate,-0.0752,RISK_DECREASE
site_1787,duplicate_run_length,-0.4003,RISK_DECREASE
site_1787,cov_severity,0.0,NEUTRAL
site_1787,bod_cod_ratio,-0.0058,RISK_DECREASE
site_1787,bod_cod_ratio_volatility,-0.0178,RISK_DECREASE
site_1787,pre_inspection_dip_score,0.0035,RISK_INCREASE
site_1787,coordinated_missing_flag,8.0169,RISK_INCREASE
site_1789,value,0.977,RISK_INCREASE
site_1789,rolling_mean,1.8587,RISK_INCREASE
site_1789,rolling_std,-0.1013,RISK_DECREASE
site_1789,rolling_cov,0.2152,RISK_INCREASE
site_1789,flatline_flag,-0.4632,RISK_DECREASE
site_1789,corr_ETP-Flow_ETP-pH,-0.721,RISK_DECREASE
site_1789,corr_ETP-BOD_ETP-COD,-0.7175,RISK_DECREASE
site_1789,corr_ETP-BOD_ETP-Flow,0.0033,RISK_INCREASE
site_1789,corr_ETP-BOD_ETP-TSS,0.5756,RISK_INCREASE
site_1789,corr_ETP-BOD_ETP-pH,-0.0982,RISK_DECREASE
site_1789,corr_ETP-COD_ETP-Flow,0.0115,RISK_INCREASE
site_1789,corr_ETP-COD_ETP-TSS,0.316,RISK_INCREASE
site_1789,corr_ETP-COD_ETP-pH,-0.3187,RISK_DECREASE
site_1789,corr_ETP-Flow_ETP-TSS,0.0012,RISK_INCREASE
site_1789,corr_ETP-TSS_ETP-pH,0.0092,RISK_INCREASE
site_1789,autocorrelation,-0.0754,RISK_DECREASE
site_1789,missing_rate,0.0,NEUTRAL
site_1789,limit_hugging,0.3265,RISK_INCREASE
site_1789,bdl_rate,1.688,RISK_INCREASE
site_1789,duplicate_run_length,0.0813,RISK_INCREASE
site_1789,cov_severity,0.0,NEUTRAL
site_1789,bod_cod_ratio,0.1383,RISK_INCREASE
site_1789,bod_cod_ratio_volatility,-0.0239,RISK_DECREASE
site_1789,pre_inspection_dip_score,0.1148,RISK_INCREASE
site_1789,coordinated_missing_flag,-2.6816,RISK_DECREASE
site_1799,value,2.878,RISK_INCREASE
site_1799,rolling_mean,1.3347,RISK_INCREASE
site_1799,rolling_std,-0.1663,RISK_DECREASE
site_1799,rolling_cov,0.254,RISK_INCREASE
site_1799,flatline_flag,2.6341,RISK_INCREASE
site_1799,corr_ETP-Flow_ETP-pH,-0.5004,RISK_DECREASE
site_1799,corr_ETP-BOD_ETP-COD,6.2256,RISK_INCREASE
site_1799,corr_ETP-BOD_ETP-Flow,-0.0072,RISK_DECREASE
site_1799,corr_ETP-BOD_ETP-TSS,1.3888,RISK_INCREASE
site_1799,corr_ETP-BOD_ETP-pH,0.1263,RISK_INCREASE
site_1799,corr_ETP-COD_ETP-Flow,-0.0009,RISK_DECREASE
site_1799,corr_ETP-COD_ETP-TSS,0.6992,RISK_INCREASE
site_1799,corr_ETP-COD_ETP-pH,1.1883,RISK_INCREASE
site_1799,corr_ETP-Flow_ETP-TSS,0.0115,RISK_INCREASE
site_1799,corr_ETP-TSS_ETP-pH,0.0017,RISK_INCREASE
site_1799,autocorrelation,0.5411,RISK_INCREASE
site_1799,missing_rate,0.0,NEUTRAL
site_1799,limit_hugging,0.354,RISK_INCREASE
site_1799,bdl_rate,0.2234,RISK_INCREASE
site_1799,duplicate_run_length,1.4445,RISK_INCREASE
site_1799,cov_severity,0.0,NEUTRAL
site_1799,bod_cod_ratio,1.4253,RISK_INCREASE
site_1799,bod_cod_ratio_volatility,0.0543,RISK_INCREASE
site_1799,pre_inspection_dip_score,0.0599,RISK_INCREASE
site_1799,coordinated_missing_flag,-1.4127,RISK_DECREASE
site_1905,value,4.3158,RISK_INCREASE
site_1905,rolling_mean,-0.4068,RISK_DECREASE
site_1905,rolling_std,0.3985,RISK_INCREASE
site_1905,rolling_cov,0.4544,RISK_INCREASE
site_1905,flatline_flag,2.4938,RISK_INCREASE
site_1905,corr_ETP-Flow_ETP-pH,-1.757,RISK_DECREASE
site_1905,corr_ETP-BOD_ETP-COD,-0.7649,RISK_DECREASE
site_1905,corr_ETP-BOD_ETP-Flow,0.0031,RISK_INCREASE
site_1905,corr_ETP-BOD_ETP-TSS,0.9088,RISK_INCREASE
site_1905,corr_ETP-BOD_ETP-pH,-0.1109,RISK_DECREASE
site_1905,corr_ETP-COD_ETP-Flow,0.0129,RISK_INCREASE
site_1905,corr_ETP-COD_ETP-TSS,0.52,RISK_INCREASE
site_1905,corr_ETP-COD_ETP-pH,-0.2901,RISK_DECREASE
site_1905,corr_ETP-Flow_ETP-TSS,0.0016,RISK_INCREASE
site_1905,corr_ETP-TSS_ETP-pH,0.0104,RISK_INCREASE
site_1905,autocorrelation,0.2596,RISK_INCREASE
site_1905,missing_rate,0.0,NEUTRAL
site_1905,limit_hugging,-0.1435,RISK_DECREASE
site_1905,bdl_rate,0.0931,RISK_INCREASE
site_1905,duplicate_run_length,2.3787,RISK_INCREASE
site_1905,cov_severity,0.0,NEUTRAL
site_1905,bod_cod_ratio,0.0003,RISK_INCREASE
site_1905,bod_cod_ratio_volatility,-0.0271,RISK_DECREASE
site_1905,pre_inspection_dip_score,0.0593,RISK_INCREASE
site_1905,coordinated_missing_flag,-2.1302,RISK_DECREASE
site_1909,value,0.8467,RISK_INCREASE
site_1909,rolling_mean,-0.0392,RISK_DECREASE
site_1909,rolling_std,-0.1531,RISK_DECREASE
site_1909,rolling_cov,1.1296,RISK_INCREASE
site_1909,flatline_flag,0.2123,RISK_INCREASE
site_1909,corr_ETP-Flow_ETP-pH,-0.4332,RISK_DECREASE
site_1909,corr_ETP-BOD_ETP-COD,-0.2807,RISK_DECREASE
site_1909,corr_ETP-BOD_ETP-Flow,-0.002,RISK_DECREASE
site_1909,corr_ETP-BOD_ETP-TSS,0.2647,RISK_INCREASE
site_1909,corr_ETP-BOD_ETP-pH,-0.1212,RISK_DECREASE
site_1909,corr_ETP-COD_ETP-Flow,0.0087,RISK_INCREASE
site_1909,corr_ETP-COD_ETP-TSS,0.1146,RISK_INCREASE
site_1909,corr_ETP-COD_ETP-pH,-0.3215,RISK_DECREASE
site_1909,corr_ETP-Flow_ETP-TSS,0.0008,RISK_INCREASE
site_1909,corr_ETP-TSS_ETP-pH,0.0086,RISK_INCREASE
site_1909,autocorrelation,0.0409,RISK_INCREASE
site_1909,missing_rate,0.0,NEUTRAL
site_1909,limit_hugging,-0.1169,RISK_DECREASE
site_1909,bdl_rate,0.0364,RISK_INCREASE
site_1909,duplicate_run_length,0.1455,RISK_INCREASE
site_1909,cov_severity,0.0,NEUTRAL
site_1909,bod_cod_ratio,-0.02,RISK_DECREASE
site_1909,bod_cod_ratio_volatility,-0.0186,RISK_DECREASE
site_1909,pre_inspection_dip_score,0.0547,RISK_INCREASE
site_1909,coordinated_missing_flag,12.8175,RISK_INCREASE
site_2070,value,3.1852,RISK_INCREASE
site_2070,rolling_mean,-0.0084,RISK_DECREASE
site_2070,rolling_std,-0.365,RISK_DECREASE
site_2070,rolling_cov,0.1935,RISK_INCREASE
site_2070,flatline_flag,2.3698,RISK_INCREASE
site_2070,corr_ETP-Flow_ETP-pH,-0.8961,RISK_DECREASE
site_2070,corr_ETP-BOD_ETP-COD,0.6648,RISK_INCREASE
site_2070,corr_ETP-BOD_ETP-Flow,0.0031,RISK_INCREASE
site_2070,corr_ETP-BOD_ETP-TSS,0.7566,RISK_INCREASE
site_2070,corr_ETP-BOD_ETP-pH,-0.0759,RISK_DECREASE
site_2070,corr_ETP-COD_ETP-Flow,0.0125,RISK_INCREASE
site_2070,corr_ETP-COD_ETP-TSS,0.4589,RISK_INCREASE
site_2070,corr_ETP-COD_ETP-pH,-0.1891,RISK_DECREASE
site_2070,corr_ETP-Flow_ETP-TSS,0.0041,RISK_INCREASE
site_2070,corr_ETP-TSS_ETP-pH,-0.0131,RISK_DECREASE
site_2070,autocorrelation,0.3274,RISK_INCREASE
site_2070,missing_rate,0.0,NEUTRAL
site_2070,limit_hugging,-0.1491,RISK_DECREASE
site_2070,bdl_rate,0.1915,RISK_INCREASE
site_2070,duplicate_run_length,1.2778,RISK_INCREASE
site_2070,cov_severity,0.0,NEUTRAL
site_2070,bod_cod_ratio,-1.1937,RISK_DECREASE
site_2070,bod_cod_ratio_volatility,-0.0219,RISK_DECREASE
site_2070,pre_inspection_dip_score,0.0897,RISK_INCREASE
site_2070,coordinated_missing_flag,-2.3469,RISK_DECREASE
site_887,value,-0.3097,RISK_DECREASE
site_887,rolling_mean,0.9574,RISK_INCREASE
site_887,rolling_std,0.561,RISK_INCREASE
site_887,rolling_cov,0.242,RISK_INCREASE
site_887,flatline_flag,-0.4112,RISK_DECREASE
site_887,corr_ETP-Flow_ETP-pH,2.0527,RISK_INCREASE
site_887,corr_ETP-BOD_ETP-COD,-0.3874,RISK_DECREASE
site_887,corr_ETP-BOD_ETP-Flow,-0.0258,RISK_DECREASE
site_887,corr_ETP-BOD_ETP-TSS,0.3568,RISK_INCREASE
site_887,corr_ETP-BOD_ETP-pH,0.2898,RISK_INCREASE
site_887,corr_ETP-COD_ETP-Flow,-0.0614,RISK_DECREASE
site_887,corr_ETP-COD_ETP-TSS,0.2362,RISK_INCREASE
site_887,corr_ETP-COD_ETP-pH,0.7127,RISK_INCREASE
site_887,corr_ETP-Flow_ETP-TSS,-0.001,RISK_DECREASE
site_887,corr_ETP-TSS_ETP-pH,0.0129,RISK_INCREASE
site_887,autocorrelation,0.3725,RISK_INCREASE
site_887,missing_rate,0.0,NEUTRAL
site_887,limit_hugging,-0.0723,RISK_DECREASE
site_887,bdl_rate,0.0282,RISK_INCREASE
site_887,duplicate_run_length,0.0262,RISK_INCREASE
site_887,cov_severity,0.0,NEUTRAL
site_887,bod_cod_ratio,0.0113,RISK_INCREASE
site_887,bod_cod_ratio_volatility,0.0398,RISK_INCREASE
site_887,pre_inspection_dip_score,0.0416,RISK_INCREASE
site_887,coordinated_missing_flag,11.7874,RISK_INCREASE
site_982,value,-0.8728,RISK_DECREASE
site_982,rolling_mean,1.3484,RISK_INCREASE
site_982,rolling_std,-0.2631,RISK_DECREASE
site_982,rolling_cov,0.1769,RISK_INCREASE
site_982,flatline_flag,2.8017,RISK_INCREASE
site_982,corr_ETP-Flow_ETP-pH,-0.6584,RISK_DECREASE
site_982,corr_ETP-BOD_ETP-COD,1.1712,RISK_INCREASE
site_982,corr_ETP-BOD_ETP-Flow,-0.0303,RISK_DECREASE
site_982,corr_ETP-BOD_ETP-TSS,0.4079,RISK_INCREASE
site_982,corr_ETP-BOD_ETP-pH,-0.1213,RISK_DECREASE
site_982,corr_ETP-COD_ETP-Flow,-0.0446,RISK_DECREASE
site_982,corr_ETP-COD_ETP-TSS,-0.4457,RISK_DECREASE
site_982,corr_ETP-COD_ETP-pH,-0.3279,RISK_DECREASE
site_982,corr_ETP-Flow_ETP-TSS,-0.0286,RISK_DECREASE
site_982,corr_ETP-TSS_ETP-pH,0.0092,RISK_INCREASE
site_982,autocorrelation,0.5647,RISK_INCREASE
site_982,missing_rate,0.0,NEUTRAL
site_982,limit_hugging,-0.219,RISK_DECREASE
site_982,bdl_rate,0.2363,RISK_INCREASE
site_982,duplicate_run_length,1.2073,RISK_INCREASE
site_982,cov_severity,0.0,NEUTRAL
site_982,bod_cod_ratio,0.028,RISK_INCREASE
site_982,bod_cod_ratio_volatility,-0.0248,RISK_DECREASE
site_982,pre_inspection_dip_score,0.0757,RISK_INCREASE
site_982,coordinated_missing_flag,-2.4239,RISK_DECREASE
